NEO4J QUERY RESULTS
===================


--- Query 1: Find the top 3 most cited papers of each conference/workshop Results ---

Event | PaperTitle | Citations
Kowshik Nittala | 0
Garima Bajwa | 0
S. A | 0
R. Prabha | 0
M. Razmah | 0
T. Veeramakali | 0
S. S | 0
Yashini R | 0
R. Sudharsan | 0
K. Vinayagam | 0
Gaoshuai Wang | 0
Fabrice Lauri | 0
A. Hassani | 0
Cheng Peng | 0
Haofu Liao | 0
G. Wong | 0
Jiebo Luo | 0
S. Zhou | 0
R. Chellappa | 0
Lujain Qasim Naser Lami | 0
Mesut Çevik | 0
Khola Rafique | 0
Harish RaviPrakash | 0
Hassan Mohy-ud-Din | 0
Ulas Bagci | 0
S. Sangeetha | 0
M. S. Kumar | 0
D. K | 0
Hariharan Rajadurai | 0
V. Maheshwari | 0
Gemmachis Teshite Dalu | 0
Aditya Kumar | 0
Leema Nelson | 0
S. Gomathi | 0
E. V. C. Jiménez | 0
Sirui Ding | 0
Jiancheng Ye | 0
Xia Hu | 0
Na Zou | 0
Seng Hansun | 0
A. Argha | 0
Ivan Bakhshayeshi | 0
Arya Wicaksana | 0
H. Alinejad-Rokny | 0
Greg J Fox | 0
S. Liaw | 0
Branko G. Celler | 0
G. Marks | 0
Elaheh Jafarigol | 0
Theodore Trafalis | 0
Talayeh Razzaghi | 0
Mona Zamankhani | 0
Ishaan Dawar | 0
Narendra Kumar | 0
Gursheen Kaur | 0
Somya Chaturvedi | 0
Aryan Bhardwaj | 0
C. Constantinescu | 0
L. Sandulescu | 0
A. Saftoiu | 0
A. Vijayalakshmi | 0
V. Sumalatha | 0
Simon Hanisch | 0
Patricia Arias Cabarcos | 0
Javier Parra-Arnau | 0
T. Strufe | 0
Lina Bariah | 0
Han Zou | 0
Qiyang Zhao | 0
B. Mouhouche | 0
F. Bader | 0
M. Debbah | 0
M. Berman | 0
Joshua E Lowentritt | 0
Devon Myers | 0
Rami Mohawesh | 0
Venkata Ishwarya Chellaboina | 0
Anantha Lakshmi Sathvik | 0
Praveen Venkatesh | 0
Yi-Hui Ho | 0
Hanna Henshaw | 0
Muna Alhawawreh | 0
David Berdik | 0
Yaser Jararweh | 0
Melika Moradi | 0
Farzaneh Vahedi | 0
Arian Abbassioun | 0
Arash Ramezanpour Shahi | 0
Mohammad Sholeh | 0
M. Taheri‐Anganeh | 0
Z. Dargahi | 0
Roya Ghanavati | 0
S. H. Khatami | 0
A. Movahedpour | 0
Pritisha Sarkar | 0
Kushalava reddy Jala | 0
Mousumi Saha | 0
Dmitriy A. Mys | 0
Amjad Qashlan | 0
P. Nanda | 0
M. Mohanty | 0
Turki M. Alanzi | 0
R. Alotaibi | 0
Rahaf M Alajmi | 0
Zainab Bukhamsin | 0
Khadija Fadaq | 0
Nouf A Alghamdi | 0
Norah Bu Khamsin | 0
Lujain Alzahrani | 0
Ruya Abdullah | 0
R. Alsayer | 0
Afrah M Al Muarfaj | 0
Nouf Alanzi | 0
Ran Wang | 0
Gangani Dharmarathne | 0
Madhusha Bogahawaththa | 0
Upaka S. Rathnayake | 0
D. Meddage | 0
Kuchlpudi Prasanth Kumar | 0
Valaparla Rohini | 0
Jyothi Yadla | 0
Jonnalagadda VNRaju | 0
Tao You | 0
Qiaodong Dang | 0
Qing Li | 0
Peng Zhang | 0
Guanzhong Wu | 0
Wei Huang | 0
Adaeze Eveln Ubah | 0
Janet Ajamu | 0
Teyei Ruth Mangai | 0
Adam Muhammad Isa | 0
N. B. Ayansina | 0
D. Oaserele | 0
B. Reznikov | 0
Aleksandra Gordeeva | 0
Egor A. Stasyuk | 0
Sergey Shagako | 0
Eslam Hussein Sayed | 0
Amerah A. Alabrah | 0
Kamel Hussein Rahouma | 0
Muhammad Zohaib | 0
Rasha M. Badry | 0
Guillermo Jiménez-Pérez | 0
Pedro Osório | 0
Josef Cersovsky | 0
Javier Montalt-Tordera | 0
Jens Hooge | 0
Steffen Vogler | 0
Sadegh Mohammadi | 0
Yue Liu | 0
Palakorn Achananuparp | 0
Ee-Peng Lim | 0
Vinod Kumar | 0
Sougatamoy Biswas | 0
Harshita Patel | 0
B. Tiwari | 0
Dr. M. Vamsikrishna | 0
R. Rajasree | 0
D. Gopika | 0
Dr. D.Suganthi | 0
Ramu Kuchipudi | 0
R. Rustum | 0
A. Adeloye | 0
M. Scholz | 0
Yao Ding | 0
Premathas Somasekaram | 0
R. Calinescu | 0
M. J. Moghaddam | 0
Mina Ghavipour | 0
Vaishali Mehta | 0
N. Batra | 0
Poonam | 0
Sonali Goyal | 0
Amandeep Kaur | 0
Dudekula Khasim Vali | 0
Ganta Jacob Victor | 0
Tanja Käser | 0
K. Koedinger | 0
O. A. Ajilisa | 0
V. P. Jagathy Raj | 0
M. Sabu | 0
Zubair Shah | 0
Dawid Pawuś | 0
Tomasz Porażko | 0
S. Paszkiel | 0
Jindong Feng | 0
Qian Wang | 0
Na Li | 0
T. Thanchomnang | 0
Natthanai Chaibutr | 0
W. Maleewong | 0
P. Janwan | 0
A. Swetapadma | 0
Tishya Manna | 0
Maryam Samami | 0
Mohamed El Hacen Habib | 0
Ayhan Küçükmanísa | 0
O. Urhan | 0
Naresh Sharma | 0
Khushboo Sharma | 0
A. Vyshnavi | 0
Shilpi Mishra | 0
N. Tiwari | 0
Kajal Kumari | 0
Vikram Kumawat | 0
Yawei Li | 0
Xin Wu | 0
Ping Yang | 0
Rahul Pawar | 0
Amit Kumar Dash | 0
Gaurav Mittal | 0
Davood Shafie | 0
M. Panahiazar | 0
Andrew M. Bishara | 0
R. Beygui | 0
S. Kapadia | 0
Ruyan Tan | 0
Hongyi Yang | 0
Dian Zhu | 0
Siyuan He | 0
Zhiqi Xu | 0
Zhao Liu | 0
Weibo Zhang | 0
Jun Cai | 0
Valaboju Shiva Kumar Chary | 0
Bellamkonda Satya Sai Venkateswarlu | 0
Saketh Vemuri | 0
Venkata Naga Sai Suraj Pasupuleti | 0
Vijaya Babu Burra | 0
Irdina Wanda Syahputri | 0
R. Ferdiana | 0
S. Kusumawardani | 0
Á. M. Rodríguez-Pérez | 0
César A. Rodríguez | 0
Alba Márquez-Rodríguez | 0
J. J. Caparrós-Mancera | 0
Kailai Xiang | 0
Baihui Jiang | 0
D. Shang | 0
A.A.G. Yogi Pramana | 0
Faiz Ihza Permana | 0
Muhammad Fazil Maulana | 0
D. Fudholi | 0
Samaneh Fouladi | 0
N. Arshad | 0
Mohammad Javad Ebadi | 0
A. Ahmadian | 0
Mohamad Beheshti Roui | 0
Mariam Zomorodi | 0
Masoomeh Sarvelayati | 0
R. Tadeusiewicz | 0
BingNan Liao | 0
Jinming Liang | 0
Xiao Jia | 0
Jiarong Lu | 0
Ruina Sun | 0
A. P. | 0
Vasantha Kalyani David | 0
Zakaria Kaddari | 0
T. Bouchentouf | 0
Yash Shingavi | 0
Ankur Kumar | 0
Washima Tasnin | 0
Su-Xi Yu | 0
Jing-Yuan He | 0
Yi Wang | 0
Yu-Jiao Cai | 0
Jun Yang | 0
Bo Lin | 0
Weibin Yang | 0
Jian Ruan | 0
Minh Duc Cao | 0
T. Dix | 0
L. Allison | 0
Yogesh N | 0
Purohit Shrinivasacharya | 0
Nagaraj Naik | 0
A. S. Araújo | 0
J. Vieira | 0
Eduardo Jandre | 0
D. Passos | 0
V. Braganholo | 0
J. V. Filho | 0
M. Sokouti | 0
B. Sokouti | 0
Ahmed Qusay Sabri | 0
Zainab Al-Nuaimi | 0
K. Munir | 0
A. Ramón-Fernández | 0
Sohail Iqbal | 0
N. Javaid | 0
Ziteng Liu | 0
Xinghua Li | 0
R. Deng | 0
Belkacem Imad | 0
A. Kovalev | 0
M. Shaban | 0
Evgeny Osipov | 0
A. Panov | 0
Cheerla Pooja Rani | 0
T. Nagaraju | 0
Narra Sri Harsha Vardhan | 0
Patnala Naveen Teja | 0
Puritipati Charishma | 0
Koussay Khelil | 0
Ghada Besbes | 0
Hong Huang | 0
Yong Liu | 0
Q. Xiong | 0
Yuanxiu Xing | 0
Honglei Du | 0
Selçuk Yazar | 0
Vedant Bhenia | 0
T. Abirami | 0
N. Aparna | 0
Md. Abul Ala Walid | 0
Sharada K A | 0
L. Kumari | 0
G. Manaswi | 0
Mohammad Aatif Jaffery | 0
P. Tharangini | 0
K. Saketh | 0
Sai Nigam | 0
Xinyi Sun | 0
Zhiheng Xing | 0
Zhen Wan | 0
Wenlong Ding | 0
Li Wang | 0
Lingshan Zhong | 0
Xinran Zhou | 0
Xiu-Jun Gong | 0
Yonghui Li | 0
Xiao-Dong Zhang | 0
Bayrammyrat Myradov | 0
S. Gehlot | 0
Anubha Gupta | 0
Ritu Gupta | 0
Karthikeyan G | 0
K. G | 0
Daniel Madan Raja S | 0
K. M. Tawsik Jawad | 0
Lamia Ashraf | 0
Bhawna Dhruv | 0
Neetu Mittal | 0
Megha Modi | 0
Dr. M. Uma | 0
Shanmuk Sai | 0
Seshagiri Rao | 0
Emile Daraï | 0
Clelia Middleton | 0
Tudur David | 0
Sneha Verma | 0
Julia Kaczmarek | 0
C. Rankine | 0
F. McDonald | 0
Vladimir A. Smolentsev | 0
Michael M. Blane | 0
Zhibin Lei | 0
H. Çivi | 0
Raghvendra Kumar | 0
Janmejoy Das Adhikari | 0
Mans Mohapatra | 0
Rohit Sharma | 0
Ishaani Priyadarshini | 0
Dac-Nhuong Le | 0
Huan Xu | 0
Xuanyang Wang | 0
G. Geng | 0
Xiaoqing Xu | 0
Lin Liu | 0
Yuntao Zhang | 0
Ziqi Wang | 0
Lulu Wang | 0
Y. Li | 0
Yue Wang | 0
Pengxiang Wang | 0
Jia Fan | 0
P. J. Haar | 0
W. Broaddus | 0
Zhi-Jian Chen | 0
P. Fatouros | 0
G. Gillies | 0
F. Corwin | 0
F. Maguire | 0
M. A. Rehman | 0
C. Carrillo | 0
M. Diarra | 0
R. Beiko | 0
A. Balasopoulou | 0
Foong-Ming Mooy | 0
Darrol J. Baker | 0
C. Mitropoulou | 0
Efthymios Skoufas | 0
A. Bulgiba | 0
T. Katsila | 0
G. Patrinos | 0
J. M. Ageitos | 0
A. Sanchez-Perez | 0
P. Calo-Mata | 0
T. G. Villa | 0
L. Zhang | 0
Xiangying Wu | 0
Shanyou Liu | 0
Jinwu Peng | 0
Baijun Liu | 0
G. Jermendy | 0
I. Balogh | 0
Z. Gaál | 0
E. Prašnikar | 0
J. Knez | 0
B. Kovačič | 0
Anne Burkhardt | 0
H. Han | 0
X. Mu | 0
Pengfei Wang | 0
Zewen Wang | 0
Hongbo Fu | 0
Y. G. Gao | 0
J. Du | 0
Yuanqing Feng | 0
Tao Bai | 0
Song Lu | 0
Xueming Tang | 0
Junjun Wu | 0
Dina A Abdulrahman | 0
Xiao-rong Meng | 0
X. Mi | 0
Yu Song | 0
Chaohua Deng | 0
Jian Yan | 0
Zhihui Li | 0
Yingniang Li | 0
Jun Zheng | 0
Wenjun Yang | 0
L. Gong | 0
Junping Shi | 0
Long Feng | 0
S. Fu | 0
Pei Zhang | 0
Yujie Zhang | 0
Yali Zhao | 0
Yao Yao | 0
L. Luo | 0
P. Ping | 0
Sagar Sharma | 0
Keke Chen | 0
Peihan Miao | 0
Xinyi Shi | 0
Chao Wu | 0
Ruofan Xu | 0
G. Kauwell | 0
Manvi Sharma | 0
Praveen Kumar Oraon | 0
Rakesh Srivastava | 0
Rubina Chongtham | 0
S. Goel | 0
Manu Agarwal | 0
A. Jagannath | 0
Yi Liu | 0
Kai Wang | 0
T. Massoud | 0
R. Paulmurugan | 0
Javier Glez-Vaz | 0
Arantza Azpilikueta | 0
M. Ochoa | 0
Irene Olivera | 0
Gabriel Gomis | 0
A. Cirella | 0
Carlos Luri-Rey | 0
Maite Álvarez | 0
J. Pérez-Gracia | 0
Iñaki Eguren-Santamaría | 0
R. Alexandru | 0
P. Berraondo | 0
CE de Andrea | 0
Á. Teijeira | 0
F. Corrales | 0
J. Zapata | 0
I. Melero | 0
H. Shibata | 0
D. Nakajima | 0
Ryo Konno | 0
A. Hijikata | 0
M. Higashiguchi | 0
H. Nihira | 0
S. Shimodera | 0
T. Miyamoto | 0
M. Nishitani-Isa | 0
E. Hiejima | 0
K. Izawa | 0
J. Takita | 0
T. Heike | 0
K. Okamura | 0
H. Ohnishi | 0
M. Ishimura | 0
Satoshi Okada | 0
Motoi Yamashita | 0
T. Morio | 0
H. Kanegane | 0
K. Imai | 0
Y. Nakamura | 0
S. Nonoyama | 0
Toru Uchiyama | 0
M. Onodera | 0
R. Nishikomori | 0
Osamu Ohara | 0
Yusuke Kawashima | 0
T. Yasumi | 0
M. Christoffersen | 0
D. Sorokin | 0
A. Merkel | 0
Enzo Messina | 0
Claudia G. Tugui | 0
M. Pabst | 0
P. Golyshin | 0
M. Yakimov | 0
Caihong Li | 0
Dongkai Cheng | 0
Pengya Li | 0
S. ELMeneza | 0
Naglaa Agaba | 0
Rasha Abd El Samad Fawaz | 0
S. S. Abd Elgawad | 0
Aisha Salam | 0
Olivia P Matshabane | 0
Calandra G. Whitted | 0
Depika Dwarka | 0
Clement Agoni | 0
J. Mellem | 0
M. Soliman | 0
H. Baijnath | 0
Kerem Kaya | 0
Armağan Atsay | 0
Hande Gunduz | 0
Adam Slabon | 0
Yusuf Yagci | 0
S. Wortmann | 0
L. de Boer | 0
L. Kluijtmans | 0
M. Huigen | 0
J. Koch | 0
S. Ross | 0
Christin D. Collins | 0
R. van der Lee | 0
D. Gitlin | 0
A. Perricelli | 0
J. Gitlin | 0
Zhenjian Zhuo | 0
Yuanyuan Yu | 0
Maolin Wang | 0
Jie Li | 0
Zongkang Zhang | 0
Jin Liu | 0
Xiaohao Wu | 0
Ge Zhang | 0
Bao-Ting Zhang | 0
Shaylyn Scott | 0
R. Settlage | 0
P. Michalak | 0
Kajal Gupta | 0
Lei Xia | 0
Anastasia Komissarova | 0
Arielle Jacover | 0
Yehuda Shovman | 0
Sebastian Arcila-Barrera | 0
Sharona Tornovsky-Babeay | 0
Milsee Mol Jaya Prakashan | 0
A. Nasereddin | 0
Inbar Plaschkes | 0
Idit Shiff | 0
Oshri Yosefov-Levi | 0
Tamara Izhiman | 0
Eleonora Medvedev | 0
Elad Eilon | 0
A. Wilensky | 0
S. Yona | 0
Oren Parnas | 0
Chenglei Wang | 0
J. B. Reid | 0
E. Foo | 0
Xiaoyi Ma | 0
Bingbing Liu | 0
Limin Fan | 0
Yiqiong Liu | 0
Yuge Zhao | 0
T. Ren | 0
Yan Li | 0
Yongyong Li | 0
Sharon X. Lee | 0
Kaleb L. Leemaqz | 0
G. McLachlan | 0
Jiaxuan Fu | 0
Ke Cheng | 0
Anxiao Song | 0
Yuheng Xia | 0
Zhao Chang | 0
Yulong Shen | 0
S. Funkhouser | 0
C. Morrison | 0
C. Hoeffer | 0
N. Friedman | 0
M. Ehringer | 0
L. Evans | 0
V. Ljungström | 0
A. Queirós | 0
P. Kollia | 0
L. Trentin | 0
Yichen Qian | 0
Qiaoling Yu | 0
Jun Zhang | 0
Yaoyao Han | 0
Xi Xie | 0
Dongfa Zhu | 0
Yunhui Long | 0
Tanmay Gangwani | 0
Haris Mughees | 0
Carl A. Gunter | 0
H. Zakon | 0
Claire Förster | 0
A. Andrieu‐Brunsen | 0
Zhiqi Wang | 0
Huanyu Zhou | 0
Shurui Zhang | 0
Fei Wang | 0
Haishan Huang | 0
Qiu-lin Tang | 0
Huixi Huang | 0
Huanji Xu | 0
Hongwei Xia | 0
Chenliang Zhang | 0
Di Ye | 0
Feng Bi | 0
Xingsi Xue | 0
A. Elnour | 0
Judit Don | 0
Isra Yousif | 0
Kishore Gnana | 0
Semira Abdi | 0
Noora Al Hajri | 0
Abdulla Al Amoodi | 0
Ahmed Ibrahim Fathelrahman | 0
Salma Mohammed Magboul1 | 0
S. Mohamed | 0
S. Ahmed | 0
A. Sadeq | 0
N. D. Gawande | 0
Subramanian Sankaranarayanan | 0
Xinxin Zhang | 0
Z. An | 0
K. Niu | 0
P. Nie | 0
Shan Gao | 0
Liguo Yang | 0
Colin Bonduelle | 0
Fei Xiong | 0
Qi Wang | 0
Guangchao Wu | 0
Wenzheng Liu | 0
Bing Wang | 0
Yong-jun Chen | 0
L. Namerow | 0
Sophia A. Walker | 0
M. Loftus | 0
J. Bishop | 0
Salma Malik | 0
Sami Chniti | 0
Péter Pongrácz | 0
László Kollár | 0
A. Bényei | 0
Á. Dörnyei | 0
A. Takács | 0
L. Fernández-Rhodes | 0
Adam G. Lilly | 0
H. Highland | 0
C. Agler | 0
Shelly-Ann M. Love | 0
S. Okello | 0
M. Graff | 0
K. Divaris | 0
K. North | 0
U. Bertsche | 0
F. Götz | 0
Andrea A. Gust | 0
Z. Ding | 0
Changjun Jiang | 0
Balázs Pejó | 0
Carlos Cacciuttolo | 0
Valentina Guzmán | 0
Patricio Catriñir | 0
E. Atencio | 0
S. Komarizadehasl | 0
J. Lozano-Galant | 0
Peng Gao | 0
Hanlin Zhang | 0
Jia Yu | 0
Jie Lin | 0
Xiaopeng Wang | 0
Ming Yang | 0
Fanyu Kong | 0
A. Kesner | 0
W. Hsueh | 0
N. L. Htet | 0
Betty S. Pio | 0
J. Czernin | 0
M. Pegram | 0
M. Phelps | 0
D. Silverman | 0
Ana-Maria Raicu | 0
Megha Suresh | 0
D. Arnosti | 0
Hongyan Ding | 0
Xiaoxi Feng | 0
Yuan Yuan | 0
Baiyu Wang | 0
Yuhao Wang | 0
Jisen Zhang | 0
Hira Maab | 0
Faryal Mustafa | 0
Syeda Javeria Shabbir | 0
Lisa P. Spees | 0
A. Freedman | 0
Irene Prabhu Das | 0
Eboneé N. Butler | 0
Janet S. de Moor | 0
P. C. Bank | 0
J. J. Swen | 0
Xueping Quan | 0
W. Cai | 0
Chenghang Xi | 0
Chunxiao Wang | 0
Linghua Yan | 0
Yizhe You | 0
Zhengwei Jiang | 0
Jun Jiang | 0
Kai Zhang | 0
Chenpeng Tu | 0
Huamin Feng | 0
Mohanad A. Deif | 0
A. Solyman | 0
M. Kamarposhti | 0
Shahab S. Band | 0
Rania E. Hammam | 0
D. Leong | 0
Shengyi Pan | 0
Lingfeng Bao | 0
Shanping Li | 0
Ming Li | 0
Haijian Liu | 0
X. Ren | 0
Gregorios G Agyralides | 0
T. Dunlap | 0
Elizabeth Lin | 0
W. Enck | 0
Claudia Lee | 0
Corentin Richard | 0
C. Naceur-Lombardelli | 0
D. Pearce | 0
D. Karagianni | 0
D. Levi | 0
Elena Hoxha | 0
E. Larose Cadieux | 0
Emma C Colliver | 0
E. Nye | 0
E. Grönroos | 0
F. Gálvez-Cancino | 0
Foteini Athanasopoulou | 0
F. Gimeno-Valiente | 0
G. Kassiotis | 0
Georgia Stavrou | 0
Gerasimos Mastrokalos | 0
Haoran Zhai | 0
H. Lowe | 0
Ignacio Matos | 0
J. Goldman | 0
J. Reading | 0
J. Rane | 0
J. Nicod | 0
J. Lam | 0
J. Hartley | 0
K. Peggs | 0
Katey S. S. Enfield | 0
Kayalvizhi Selvaraju | 0
K. Thol | 0
K. Ng | 0
Kezhong Chen | 0
K. Dijkstra | 0
Krupa Thakkar | 0
L. Ensell | 0
Mansi Shah | 0
Mar Durán | 0
Maria Litovchenko | 0
M. W. Sunderland | 0
M. Hill | 0
M. Dietzen | 0
Michelle Leung | 0
M. Escudero | 0
Mihaela Angelova | 0
Monica Sivakumar | 0
N. Kanu | 0
O. Chervova | 0
Olivia Lucas | 0
Othman Al-Sawaf | 0
Paulina Prymas | 0
P. Hobson | 0
Piotr Pawlik | 0
Richard Kevin Stone | 0
R. Bentham | 0
R. Hynds | 0
R. Vendramin | 0
S. Saghafinia | 0
Saioa López | 0
Samuel Gamble | 0
Seng Kuong Anakin Ung | 0
S. Quezada | 0
Sharon P. Vanloo | 0
S. Zaccaria | 0
S. Hessey | 0
S. Boeing | 0
Stephan Beck | 0
S. Bola | 0
Tamara Denner | 0
T. Marafioti | 0
T. Mourikis | 0
V. Spanswick | 0
Vittorio Barbè | 0
Wei-Ting Lu | 0
William Hill | 0
Wing-Kin Liu | 0
Yin Wu | 0
Yutaka Naito | 0
Zoe Ramsden | 0
C. Veiga | 0
G. Royle | 0
C. Collins-Fekete | 0
Stefan Frischauf | 0
G. Wick | 0
Marya Getchell | 0
Suci Wulandari | 0
R. de Alwis | 0
Shreya Agoramurthy | 0
Yoong Khean Khoo | 0
Tze-Minn Mak | 0
La Moe | 0
Anne-Claire Stona | 0
Junxiong Pang | 0
Muhd Haziq Fikry Haji Abdul Momin | 0
A. Amir | 0
Lucia Rizka Andalucia | 0
G. Azzam | 0
Savuth Chin | 0
Thanat Chookajorn | 0
Govindakarnavar Arunkumar | 0
Do Thai Hung | 0
Aamer Ikram | 0
Runa Jha | 0
Mai Quynh Le Thi | 0
S. Mahasirimongkol | 0
G. Malavige | 0
Jessica E Manning | 0
Syarifah Liza Munira | 0
Nguyen Vu Trung | 0
Talat Ahmad Bhutta | 0
Ali Raza | 0
Muhammad Waqas Nadeem | 0
Yasir Khan Jadoon | 0
Farman Ali | 0
R. Khan | 0
Jonayet Miah | 0
Md. Abdur Rakib Rahat | 0
Ashiqul Haque Ahmed | 0
Md Ahnaf Shahriyar | 0
Ehsanur Rashid Lipu | 0
G.Narmadha | 0
Dr K.Vinayagam | 0
Yanjun Gao | 0
Dmitriy Dligach | 0
Timothy Miller | 0
S. Tesch | 0
Ryan Laffin | 0
M. Churpek | 0
M. Afshar | 0
Subashini. N. J | 0
K. Venkatesh | 0
Md Khadimul Islam Zim | 0
Janpreet Singh | 0
B. S. K. Jayasudha | 0
P. Sudha | 0
Ketan Keshav | 0
Nagalekha Ramesh | 0
Ecaterina Chelaru | 0
Rajnish Kumar | 0
Justin Bernard A. Carlos | 0
Ijaz Ahmad | 0
Seokjoo Shin | 0
Damien Sileo | 0
Kanimozhi Uma | 0
M. Moens | 0
Hasan Md Imran | 0
Md Abdullah Al Asad | 0
Tareque Abu Abdullah | 0
Suriya Islam Chowdhury | 0
Md Alamin | 0
D. Ballari | 0
M. Wachowicz | 0
A. Bregt | 0
Miguel-Ángel Manso-Callejo | 0
Antonio Sze-To | 0
Abtin Riasatian | 0
H. Tizhoosh | 0
G. Saranya | 0
K. Sivaraman | 0
Jhan Carlos Rojas Pérez | 0
P. Navarrete | 0
Xiaobo Zhang | 0
Zhimin Li | 0
Qian Zhang | 0
Zegang Yin | 0
Zhijie Lu | 0
Yang Li | 0
Yasser M. K. Omar | 0
M. Elsheikh | 0
R. Hodhod | 0
Subham Dubey | 0
Sreerupa Banik | 0
Deba Ghosh | 0
Akash Dey | 0
Rishabh Das | 0
Ipsita Dey | 0
Sagarika Chowdhury | 0
Prianka Dey | 0
M. Gayathri Hegde | 0
Priyanka S Marellavar | 0
G. Sunil Kumar | 0
C. Arvind | 0
Muhammad Junaid Butt | 0
Ahmad Kamran Malik | 0
Nafees Qamar | 0
Samad Yar | 0
Arif Jamal Malik | 0
Usman Rauf | 0
Karol Struniawski | 0
Ryszard Kozera | 0
P. Trzciński | 0
A. Lisek | 0
L. Sas-Paszt | 0
Shujah Ur Rehman | 0
Sania Safdar | 0
Yasir Aawais Butt | 0
Muhamad Intisar Ullah Khan Sumbal | 0
Muhammad Adnan Khan | 0
Muhammad Asif | 0
Pasha W. Sayyad | 0
Sang-Joon Park | 0
Tae‐Jun Ha | 0
Caleb Ziems | 0
Jane A. Yu | 0
Yi-Chia Wang | 0
Diyi Yang | 0
M. S. | 0
V. D. | 0
M. G. | 0
A. C. | 0
Manikanda Devarajan Nagarajan | 0
Divya C. | 0
Shunyu Yao | 0
Huanjing Liu | 0
Xiao Zhang | 0
Qian Liu | 0
V. Rekha | 0
T. S. Punitha | 0
R. Sethuraman | 0
N. N | 0
Aviral Srivastava | 0
Jing Jiang | 0
Yudong Wang | 0
Peizhe Xin | 0
Anurag | 0
Narayan Vyas | 0
Vishal Sharma | 0
Deepak Balla | 0
Jatin Sharma | 0
Marietta Hamberger | 0
Nensi Ikonomi | 0
J. Schwab | 0
Silke D. Werle | 0
A. Fürstberger | 0
Angelika M. R. Kestler | 0
M. Holderried | 0
Udo X Kaisers | 0
Florian Steger | 0
H. Kestler | 0
Ioannis Michelakos | 0
N. Mallios | 0
E. Papageorgiou | 0
Álvaro S. Hervella | 0
J. Rouco | 0
Sangjoon Park | 0
Ik-jae Lee | 0
Jun Won Kim | 0
Jun Wu | 0
Jian-Duo He | 0
Jipeng Gan | 0
Zehao Chen | 0
Jia Zhang | 0
Gefei Zhu | 0
D. Shruthi | 0
H.K. Chethan | 0
A. Fonseca | 0
J. P. Félix | 0
G. S. Vieira | 0
D. Fernandes | 0
Fabrízzio Soares | 0
Praveena Murala | 0
Guoliang Zhang | 0
Peng Zhang | 0
Weishang Xia | 0
Jinrui Gan | 0
Shunli Lv | 0
Long Chen | 0
Xin Liu | 0
Huan Ma | 0
Jian Ge | 0
S. Parija | 0
Abhijit Poddar | 0
Deepti Sehgal | 0
Indu Saini | 0
Yu Wang | 0
Xinke Ge | 0
He Ma | 0
Shouliang Qi | 0
Guanjing Zhang | 0
Yudong Yao | 0
Mucheng Ren | 0
Heyan Huang | 0
Yuxiang Zhou | 0
Yu Bu | 0
Yang Gao | 0
Harsha Nandhini S | 0
A. J | 0
Fahad Alshagathrh | 0
Tara Salman | 0
Maede Zolanvari | 0
Hyun-Jun Kim | 0
J. Shrestha | 0
Heung-Nam Kim | 0
Geun-Sik Jo | 0
Shubham Pokhriyal | 0
Shivansh Gairola | 0
R. S. Rawat | 0
Rajesh B. Raut | 0
P. Kranen | 0
Ralph Krieger | 0
Stefan Denker | 0
T. Seidl | 0
Mamta Kumari | 0
Prasenjit Chakrabarty | 0
Yamini Bhardwaj | 0
Aruna Sri Rongali | 0
K. Jagannayaki | 0
Paramita Sarkar | 0
S. Dhole | 0
Ch. Mohan Sai Kumar | 0
Nanditha S Matad | 0
Marko Stankovic | 0
Yefan Huang | 0
Feng Luo | 0
Xiaoli Wang | 0
Zhu Di | 0
Bo Li | 0
Bin Luo | 0
Yanping Yang | 0
Wenyu Xing | 0
Yiwen Liu | 0
Yifang Li | 0
Dean Ta | 0
Yuanlin Song | 0
Dongni Hou | 0
S. Lupin | 0
Hein Tun | 0
Aye Min Thike | 0
M. Puschin | 0
Varun Kadu | 0
Pawan Kumar Mishra | 0
Sarthak Dandhare | 0
J. Patni | 0
P. Chandel | 0
Soham Pathak | 0
N. Bahadure | 0
Mahendran K | 0
Surya S | 0
Thejashrayal E | 0
Iman Dakhil Idan Saeedi | 0
Samuel Nemiroff | 0
Peter Goulden | 0
Hagar Malcov-Brog | 0
A. Alpert | 0
T. Golan | 0
S. Parikh | 0
Alice Nordlinger | 0
Francesca Netti | 0
Danna Sheinboim | 0
I. Dror | 0
Laetitia Thomas | 0
Camille Cosson | 0
Pinchas Gonen | 0
Y. Stanevsky | 0
R. Brenner | 0
Tomer Perluk | 0
J. Frand | 0
S. Elgavish | 0
Y. Nevo | 0
Dolev Rahat | 0
Y. Tabach | 0
M. Khaled | 0
S. Shen-Orr | 0
Carmit Levy | 0
Takayuki Tanaka | 0
K. Kuroiwa | 0
Jaka Snoj | 0
Fabio Lapenta | 0
Roman Jerala | 0
Tatsuo Ishiyama* | 0
N. Miyaura | 0
Peijia Zheng | 0
Ziyan Cheng | 0
Xianhao Tian | 0
Hongmei Liu | 0
Weiqi Luo | 0
Jiwu Huang | 0
Dennis Carhuaricra Huamán | 0
Luis Luna Espinoza | 0
Carmen L Rodríguez Cueva | 0
C. D. Duran Gonzales | 0
Raúl H Rosadio Alcántara | 0
J. Setubal | 0
Lenin Maturrano Hernández | 0
Elise Koch | 0
A. Pardiñas | 0
K. O’Connell | 0
P. Selvaggi | 0
Jose Camacho Collados | 0
Aleksandar Babic | 0
S. Marshall | 0
